mbti,enneagram,role,movie,img_url,enn_1,enn_2
ENFJ,2w1,Stella Grant,   Five Feet Apart ,https://www.personality-database.com/profile_images/30162.png?=undefined,2,1
ENFJ,2w3,Emma Woodhouse,   Emma. ,https://www.personality-database.com/profile_images/95405.png?=undefined,2,3
ENFJ,7w8,Grandpa Joe,   Willy Wonka and the Chocolate Factory ,https://www.personality-database.com/profile_images/4223.png?=undefined,7,8
ENFJ,2w1,Sallah,   Indiana Jones,https://www.personality-database.com/profile_images/413.png?=undefined,2,1
ENFJ,2w3,Samantha,   Her ,https://www.personality-database.com/profile_images/11333.png?=undefined,2,3
ENFJ,3w4,Carlton Drake,   Venom ,https://www.personality-database.com/profile_images/16686.png?=undefined,3,4
ENFJ,2w3,Betsy,   Taxi Driver ,https://www.personality-database.com/profile_images/24179.png?=undefined,2,3
ENFJ,2w3,Angelica,   Pirates of the Caribbean,https://www.personality-database.com/profile_images/17430.png?=undefined,2,3
ENFJ,3w2,Gwen Stacy,   The Spider-Man Trilogy,https://www.personality-database.com/profile_images/27114.png?=undefined,3,2
ENFJ,2w1,Nicholas St. North,   Rise of the Guardians ,https://www.personality-database.com/profile_images/16975.png?=undefined,2,1
ENFJ,3w2,Gwen Stacy,   The Spider-Man Trilogy,https://www.personality-database.com/profile_images/27114.png?=undefined,3,2
ENFJ,3w4,Jenny Lind,   The Greatest Showman ,https://www.personality-database.com/profile_images/28401.png?=undefined,3,4
ENFJ,2w1,Betty Ross,   Marvel Cinematic Universe,https://www.personality-database.com/profile_images/21431.png?=undefined,2,1
ENFJ,2w3,Destiny,   Finding Nemo ,https://www.personality-database.com/profile_images/3079.png?=undefined,2,3
ENFJ,2w1,Queen Atlanna,   DC Extended Universe,https://www.personality-database.com/profile_images/22451.png?=undefined,2,1
ENFJ,9w1,Philip Swift,   Pirates of the Caribbean,https://www.personality-database.com/profile_images/17435.png?=undefined,9,1
ENFJ,2w3,Hattori Hanzō,   Kill Bill ,https://www.personality-database.com/profile_images/28978.png?=undefined,2,3
ENFJ,9w1,Jorge Bergoglio / Pope Francis,   The Two Popes ,https://www.personality-database.com/profile_images/76955.png?=undefined,9,1
ENFJ,2w1,Glinda,   The Wizard of Oz ,https://www.personality-database.com/profile_images/21148.png?=undefined,2,1
ENFJ,9w1,Prince Phillip,   Maleficent ,https://www.personality-database.com/profile_images/23205.png?=undefined,9,1
ENFJ,9w1,Prince Phillip,   Maleficent ,https://www.personality-database.com/profile_images/23205.png?=undefined,9,1
ENFJ,1w9,"Lancaster Dodd ""The Master""",   The Master ,https://www.personality-database.com/profile_images/18427.png?=undefined,1,9
ENFJ,3w4,René Emile Belloq,   Indiana Jones,https://www.personality-database.com/profile_images/24937.png?=undefined,3,4
ENFJ,2w1,Queen Clarion,   Tinker Bell ,https://www.personality-database.com/profile_images/104379.png?=undefined,2,1
ENFJ,4w3,Blanche DuBois,   A Streetcar Named Desire ,https://www.personality-database.com/profile_images/36821.png?=undefined,4,3
ENFJ,1w2,Optimus Prime,   Transformers ,https://www.personality-database.com/profile_images/71494.png?=undefined,1,2
ENFJ,2w3,Chloe Beale,   Pitch Perfect,https://www.personality-database.com/profile_images/33635.png?=undefined,2,3
ENFJ,2w3,Joan Clarke,   The Imitation Game ,https://www.personality-database.com/profile_images/29456.png?=undefined,2,3
ENFJ,3w2,Honeymaren,   Frozen ,https://www.personality-database.com/profile_images/59706.png?=undefined,3,2
ENFJ,3w2,Carter J. Burke,   Alien,https://www.personality-database.com/profile_images/24103.png?=undefined,3,2
ENFJ,1w2,Thomas Wayne,   The Dark Knight Trilogy,https://www.personality-database.com/profile_images/107869.png?=undefined,1,2
ENFJ,6w7,Barry,   Split ,https://www.personality-database.com/profile_images/5842.png?=undefined,6,7
ENFJ,3w4,Shock,   The Nightmare Before Christmas ,https://www.personality-database.com/profile_images/768.png?=undefined,3,4
ENFJ,3w4,Tiffany Maxwell,   Silver Linings Playbook ,https://www.personality-database.com/profile_images/23271.png?=undefined,3,4
ENFJ,2w1,Grammy Norma,   The Lorax ,https://www.personality-database.com/profile_images/16300.png?=undefined,2,1
ENFJ,2w3,Prince Florian,   Snow White and the Seven Dwarfs ,https://www.personality-database.com/profile_images/118067.png?=undefined,2,3
ENFJ,2w3,Cheng Honghui,   Mulan ,https://www.personality-database.com/profile_images/96191.png?=undefined,2,3
ENFJ,3w2,"Chris ""Oz"" Ostreicher",   American Pie,https://www.personality-database.com/profile_images/49383.png?=undefined,3,2
ENFJ,4w3,Ray,   Mid90s ,https://www.personality-database.com/profile_images/32069.png?=undefined,4,3
ENFJ,3w2,Roxy Morton / Lancelot,   Kingsman,https://www.personality-database.com/profile_images/32845.png?=undefined,3,2
ENFJ,3w2,Dr. John Cawley,   Shutter Island ,https://www.personality-database.com/profile_images/9624.png?=undefined,3,2
ENFJ,4w3,Ray,   Mid90s ,https://www.personality-database.com/profile_images/32069.png?=undefined,4,3
ENFJ,3w4,Quinn Ackerman,   Work It,https://www.personality-database.com/profile_images/171302.png?=undefined,3,4
ENFJ,3w2,Guido,   Cars ,https://www.personality-database.com/profile_images/34708.png?=undefined,3,2
ENFJ,2w3,Doug Billings,   The Hangover Trilogy,https://www.personality-database.com/profile_images/27555.png?=undefined,2,3
ENFJ,3w4,Humpty Dumpty,   Shrek ,https://www.personality-database.com/profile_images/62561.png?=undefined,3,4
ENFJ,3w2,Mr. Ray,   Finding Nemo ,https://www.personality-database.com/profile_images/72868.png?=undefined,3,2
ENFJ,6w7,Coach,   The Gentlemen ,https://www.personality-database.com/profile_images/94432.png?=undefined,6,7
ENFJ,2w1,Tall Ghost Girl,   Coraline ,https://www.personality-database.com/profile_images/7258.png?=undefined,2,1
ENFJ,8w7,Rose the Hat,   Doctor Sleep ,https://www.personality-database.com/profile_images/30707.png?=undefined,8,7
ENFJ,4w3,Adolf Hitler,   Hitler: The Rise of Evil ,https://www.personality-database.com/profile_images/20579.png?=undefined,4,3
ENFJ,9w1,Babe,   Babe ,https://www.personality-database.com/profile_images/35082.png?=undefined,9,1
ENFJ,1w9,Mercedes,   Pan's Labyrinth ,https://www.personality-database.com/profile_images/2931.png?=undefined,1,9
ENFJ,2w3,Elaine,   The Love Witch ,https://www.personality-database.com/profile_images/59275.png?=undefined,2,3
ENFJ,3w2,Darla Dimple,   Cats Don't Dance ,https://www.personality-database.com/profile_images/23703.png?=undefined,3,2
ENFJ,8w9,Lyra Erso,   Star Wars,https://www.personality-database.com/profile_images/52683.png?=undefined,8,9
ENFJ,1w2,Lady Marina,   Sinbad: Legend of the Seven Seas ,https://www.personality-database.com/profile_images/31812.png?=undefined,1,2
ENFJ,2w1,Mothra,   Godzilla,https://www.personality-database.com/profile_images/37612.png?=undefined,2,1
ENFJ,7w6,Gene,   The Emoji Movie ,https://www.personality-database.com/profile_images/42362.png?=undefined,7,6
ENFJ,3w2,Preston Teagardin,   The Devil All the Time ,https://www.personality-database.com/profile_images/162616.png?=undefined,3,2
ENFJ,1w2,Malina,   The Emperor's New Groove ,https://www.personality-database.com/profile_images/144247.png?=undefined,1,2
ENFJ,2w1,Mrs. Gump,   Forrest Gump ,https://www.personality-database.com/images/profile_transparent.png,2,1
ENFJ,3w2,"William ""Bill the Butcher"" Cutting",   Gangs of New York ,https://www.personality-database.com/profile_images/44758.png?=undefined,3,2
ENFJ,2w1,Tom,   Bird Box ,https://www.personality-database.com/images/profile_transparent.png,2,1
ENFJ,2w1,Jules,   Superbad ,https://www.personality-database.com/profile_images/23669.png?=undefined,2,1
ENFJ,9w1,Eve,   Only Lovers Left Alive ,https://www.personality-database.com/profile_images/27805.png?=undefined,9,1
ENFJ,2w3,"Marjorie ""Midge"" Wood",   Vertigo ,https://www.personality-database.com/profile_images/30497.png?=undefined,2,3
ENFJ,2w3,Lavagirl,   The Adventures of Sharkboy and Lavagirl ,https://www.personality-database.com/profile_images/65705.png?=undefined,2,3
ENFJ,2w3,"Marjorie ""Midge"" Wood",   Vertigo ,https://www.personality-database.com/profile_images/30497.png?=undefined,2,3
ENFJ,2w1,Alex Vreeke,   Jumanji ,https://www.personality-database.com/profile_images/77204.png?=undefined,2,1
ENFJ,7w6,Cool Cat,   Cool Cat Saves the Kids ,https://www.personality-database.com/profile_images/47550.png?=undefined,7,6
ENFJ,2w3,Lavagirl,   The Adventures of Sharkboy and Lavagirl ,https://www.personality-database.com/profile_images/65705.png?=undefined,2,3
ENFJ,9w8,David Sheff,   Beautiful Boy ,https://www.personality-database.com/profile_images/24586.png?=undefined,9,8
ENFJ,9w1,Eve,   Only Lovers Left Alive ,https://www.personality-database.com/profile_images/27805.png?=undefined,9,1
ENFJ,3w2,Cameron Winklevoss,   The Social Network ,https://www.personality-database.com/profile_images/109761.png?=undefined,3,2
ENFJ,3w2,Barbara Gordon/Batgirl,   The Lego Movies,https://www.personality-database.com/profile_images/19649.png?=undefined,3,2
ENFJ,9w8,Geek,   Surf’s Up ,https://www.personality-database.com/profile_images/31313.png?=undefined,9,8
ENFJ,9w8,Sgt. Elias Grodin,   Platoon ,https://www.personality-database.com/profile_images/66897.png?=undefined,9,8
ENFJ,3w2,Barbara Gordon/Batgirl,   The Lego Movies,https://www.personality-database.com/profile_images/19649.png?=undefined,3,2
ENFJ,1w2,Akela,   The Jungle Book ,https://www.personality-database.com/profile_images/2558.png?=undefined,1,2
ENFJ,9w8,Sgt. Elias Grodin,   Platoon ,https://www.personality-database.com/profile_images/66897.png?=undefined,9,8
ENFJ,9w8,Geek,   Surf’s Up ,https://www.personality-database.com/profile_images/31313.png?=undefined,9,8
ENFJ,1w2,Bianca,   The Rescuers ,https://www.personality-database.com/profile_images/29098.png?=undefined,1,2
ENFJ,3w2,Charles Palantine,   Taxi Driver ,https://www.personality-database.com/images/profile_transparent.png,3,2
ENFJ,7w6,Miss Fine,   Booksmart ,https://www.personality-database.com/profile_images/38768.png?=undefined,7,6
ENFJ,3w2,Nala,   The Lion King ,https://www.personality-database.com/images/profile_transparent.png,3,2
ENFJ,7w6,Stefano,   Madagascar ,https://www.personality-database.com/profile_images/114346.png?=undefined,7,6
ENFJ,3w2,Melanie,   The Babysitter,https://www.personality-database.com/profile_images/184774.png?=undefined,3,2
ENFJ,2w3,Lieutenant Joseph Blake,   1917 ,https://www.personality-database.com/profile_images/82933.png?=undefined,2,3
ENFJ,2w3,Father Christmas,   The Chronicles of Narnia ,https://www.personality-database.com/profile_images/53273.png?=undefined,2,3
ENFJ,1w9,Carol Marcus,   Star Trek ,https://www.personality-database.com/profile_images/4673.png?=undefined,1,9
ENFJ,2w3,Bené,   City of God ,https://www.personality-database.com/profile_images/57464.png?=undefined,2,3
ENFJ,2w1,Miriam,   The Prince of Egypt ,https://www.personality-database.com/profile_images/13621.png?=undefined,2,1
ENFJ,4w3,Gia,   Madagascar ,https://www.personality-database.com/profile_images/114344.png?=undefined,4,3
ENFJ,3w4,Him (God),   Mother! ,https://www.personality-database.com/profile_images/40275.png?=undefined,3,4
ENFJ,8w7,Elizabeth Bennet,   Pride and Prejudice and Zombies ,https://www.personality-database.com/profile_images/87539.png?=undefined,8,7
ENFJ,2w1,Erin Gruwell,   Freedom Writers ,https://www.personality-database.com/profile_images/113460.png?=undefined,2,1
ENFJ,2w3,Chloe,   The Kissing Booth,https://www.personality-database.com/profile_images/165590.png?=undefined,2,3
ENFJ,3w4,Him (God),   Mother! ,https://www.personality-database.com/profile_images/40275.png?=undefined,3,4
ENFJ,7w6,Danny,   Cats Don't Dance ,https://www.personality-database.com/profile_images/23700.png?=undefined,7,6
ENFJ,2w3,Freder,   Metropolis ,https://www.personality-database.com/profile_images/18471.png?=undefined,2,3
ENFJ,2w1,Erin Gruwell,   Freedom Writers ,https://www.personality-database.com/profile_images/113460.png?=undefined,2,1
ENFJ,2w3,Chloe,   The Kissing Booth,https://www.personality-database.com/profile_images/165590.png?=undefined,2,3
ENFJ,3w2,Moe Greene,   The Godfather,https://www.personality-database.com/images/profile_transparent.png,3,2
ENFJ,3w2,Cruz Ramirez,   Cars ,https://www.personality-database.com/profile_images/34711.png?=undefined,3,2
ENFJ,3w2,Kevin Jones,   Moonlight ,https://www.personality-database.com/profile_images/53468.png?=undefined,3,2
ENFJ,2w3,Wilden Lightfoot,   Onward ,https://www.personality-database.com/profile_images/108675.png?=undefined,2,3
ENFJ,6w7,Thackery Binx,   Hocus Pocus ,https://www.personality-database.com/profile_images/24331.png?=undefined,6,7
ENFJ,2w3,Addison,   Z-O-M-B-I-E-S,https://www.personality-database.com/profile_images/87703.png?=undefined,2,3
ENFJ,2w3,Wilden Lightfoot,   Onward ,https://www.personality-database.com/profile_images/108675.png?=undefined,2,3
ENFJ,1w9,Master Wu,   The Lego Movies,https://www.personality-database.com/images/profile_transparent.png,1,9
ENFJ,1w2,Father Janovich,   Gran Torino ,https://www.personality-database.com/profile_images/45741.png?=undefined,1,2
ENFJ,6w5,5,   9 ,https://www.personality-database.com/profile_images/23062.png?=undefined,6,5
ENFJ,4w5,Emily Spier,"   Love, Simon ",https://www.personality-database.com/profile_images/73178.png?=undefined,4,5
ENFJ,5w4,Ingrid Avellan,   Spy Kids ,https://www.personality-database.com/profile_images/37906.png?=undefined,5,4
ENFJ,3w2,Kevin Jones,   Moonlight ,https://www.personality-database.com/profile_images/53468.png?=undefined,3,2
ENFJ,4w5,Emily Spier,"   Love, Simon ",https://www.personality-database.com/profile_images/73178.png?=undefined,4,5
ENFJ,2w1,Carmen Lowell,   The Sisterhood of the Traveling Pants ,https://www.personality-database.com/profile_images/75195.png?=undefined,2,1
ENFJ,9w1,Prince Akeem of Zamunda,   Coming to America ,https://www.personality-database.com/profile_images/33965.png?=undefined,9,1
ENFJ,1w9,Master Wu,   The Lego Movies,https://www.personality-database.com/images/profile_transparent.png,1,9
ENFJ,6w5,5,   9 ,https://www.personality-database.com/profile_images/23062.png?=undefined,6,5
ENFJ,1w2,Father Janovich,   Gran Torino ,https://www.personality-database.com/profile_images/45741.png?=undefined,1,2
ENFJ,8w9,"Benny ""The Jet"" Rodriguez",   The Sandlot ,https://www.personality-database.com/profile_images/26768.png?=undefined,8,9
ENFJ,2w3,Angie Dickinson,   The Prom ,https://www.personality-database.com/profile_images/233498.png?=undefined,2,3
ENFJ,2w3,Great Seanachai,   Song of the Sea ,https://www.personality-database.com/profile_images/4487.png?=undefined,2,3
ENFJ,6w5,Adolf Hitler,   Look Who's Back/Er ist wieder da ,https://www.personality-database.com/profile_images/81582.png?=undefined,6,5
ENFJ,2w3,Great Seanachai,   Song of the Sea ,https://www.personality-database.com/profile_images/4487.png?=undefined,2,3
ENFJ,2w3,Pongo,   101 Dalmatians ,https://www.personality-database.com/profile_images/29293.png?=undefined,2,3
ENFJ,3w2,Lumière,   Beauty and the Beast ,https://www.personality-database.com/profile_images/32274.png?=undefined,3,2
ENFJ,2w1,Mark Day,   Eighth Grade ,https://www.personality-database.com/images/profile_transparent.png,2,1
ENFJ,9w8,Azura,   Barbie: Fairytopia ,https://www.personality-database.com/profile_images/57408.png?=undefined,9,8
ENFJ,2w1,Santa,   The Polar Express ,https://www.personality-database.com/profile_images/71858.png?=undefined,2,1
ENFJ,9w1,Billy Black,   Twilight,https://www.personality-database.com/profile_images/43327.png?=undefined,9,1
ENFJ,8w9,Melina,   Total Recall ,https://www.personality-database.com/profile_images/10224.png?=undefined,8,9
ENFJ,2w1,Teacher Mine,   Miracle in Cell No. 7 ,https://www.personality-database.com/images/profile_transparent.png,2,1
ENFJ,2w1,Fairly Godmother,   Descendants,https://www.personality-database.com/images/profile_transparent.png,2,1
ENFJ,1w2,Billy Peltzer,   Gremlins ,https://www.personality-database.com/profile_images/29545.png?=undefined,1,2
ENFJ,3w4,Abigail Williams,   The Crucible ,https://www.personality-database.com/profile_images/54488.png?=undefined,3,4
ENFJ,2w1,Jethro,   The Prince of Egypt ,https://www.personality-database.com/profile_images/13623.png?=undefined,2,1
ENFJ,3w2,Walter Klemmer,   The Piano Teacher ,https://www.personality-database.com/profile_images/36266.png?=undefined,3,2
ENFJ,2w1,Teacher Mine,   Miracle in Cell No. 7 ,https://www.personality-database.com/images/profile_transparent.png,2,1
ENFJ,8w9,Melina,   Total Recall ,https://www.personality-database.com/profile_images/10224.png?=undefined,8,9
ENFJ,3w2,Harper Kreyman,   Tall Girl ,https://www.personality-database.com/images/profile_transparent.png,3,2
ENFJ,2w3,Ellie Appleton,   Yesterday ,https://www.personality-database.com/images/profile_transparent.png,2,3
ENFJ,2w1,Dorothy Schutte,   Hacksaw Ridge ,https://www.personality-database.com/profile_images/23278.png?=undefined,2,1
ENFJ,3w2,Harper Kreyman,   Tall Girl ,https://www.personality-database.com/images/profile_transparent.png,3,2
ENFJ,2w1,Jethro,   The Prince of Egypt ,https://www.personality-database.com/profile_images/13623.png?=undefined,2,1
ENFJ,2w3,Chief Tannabok,   The Road to El Dorado ,https://www.personality-database.com/profile_images/75864.png?=undefined,2,3
ENFJ,2w1,Fairly Godmother,   Descendants,https://www.personality-database.com/images/profile_transparent.png,2,1
ENFJ,2w1,Dorothy Schutte,   Hacksaw Ridge ,https://www.personality-database.com/profile_images/23278.png?=undefined,2,1
ENFJ,3w2,Bigweld,   Robots ,https://www.personality-database.com/profile_images/75836.png?=undefined,3,2
ENFJ,3w4,Zack Siler,   She’s All That,https://www.personality-database.com/profile_images/129016.png?=undefined,3,4
ENFJ,3w2,Walter Klemmer,   The Piano Teacher ,https://www.personality-database.com/profile_images/36266.png?=undefined,3,2
ENFJ,6w7,The Guy On The Boat,   The Dark Knight Trilogy,https://www.personality-database.com/profile_images/142932.png?=undefined,6,7
ENFJ,6w7,The Guy On The Boat,   The Dark Knight Trilogy,https://www.personality-database.com/profile_images/142932.png?=undefined,6,7
ENFJ,3w2,Rafael,   Rio ,https://www.personality-database.com/images/profile_transparent.png,3,2
ENFJ,2w1,Emma Woodhouse,   Emma ,https://www.personality-database.com/profile_images/92339.png?=undefined,2,1
ENFJ,9w1,David 'Future' Porter,   8 Mile ,https://www.personality-database.com/profile_images/53833.png?=undefined,9,1
ENFJ,9w1,Elise Clifton-Ward,   The Tourist ,https://www.personality-database.com/profile_images/84066.png?=undefined,9,1
ENFJ,2w3,Rosalinda,   Princess Protection Program,https://www.personality-database.com/profile_images/113438.png?=undefined,2,3
ENFJ,3w2,Georgi Koskov,   James Bond,https://www.personality-database.com/profile_images/31514.png?=undefined,3,2
ENFJ,2w3,Father Leviatch,   Lady Bird ,https://www.personality-database.com/profile_images/95675.png?=undefined,2,3
ENFJ,3w2,Jasmine French,   Blue Jasmine ,https://www.personality-database.com/profile_images/127791.png?=undefined,3,2
ENFJ,2w3,Father Leviatch,   Lady Bird ,https://www.personality-database.com/profile_images/95675.png?=undefined,2,3
ENFJ,3w2,Jasmine French,   Blue Jasmine ,https://www.personality-database.com/profile_images/127791.png?=undefined,3,2
ENFJ,6w7,Gerda Wegener,   The Danish Girl ,https://www.personality-database.com/images/profile_transparent.png,6,7
ENFJ,6w5,Auntie Entity,   Mad Max,https://www.personality-database.com/profile_images/11737.png?=undefined,6,5
ENFJ,2w3,Carol Connelly,   As Good as It Gets ,https://www.personality-database.com/profile_images/35270.png?=undefined,2,3
ENFJ,3w2,Rafael,   Rio ,https://www.personality-database.com/images/profile_transparent.png,3,2
ENFJ,2w1,Liam Stewart,   The Darkest Minds ,https://www.personality-database.com/profile_images/68287.png?=undefined,2,1
ENFJ,2w3,Alfred Ludlow,   Legends of the Fall ,https://www.personality-database.com/profile_images/27149.png?=undefined,2,3
ENFJ,1w2,Kwame Ture,   BlacKkKlansman ,https://www.personality-database.com/images/profile_transparent.png,1,2
ENFJ,2w3,Belle Watling,   Gone with the Wind ,https://www.personality-database.com/profile_images/35172.png?=undefined,2,3
ENFJ,2w1,Silver,   The Angry Birds Movie ,https://www.personality-database.com/images/profile_transparent.png,2,1
ENFJ,1w2,Dr. Lesh,   Poltergeist ,https://www.personality-database.com/profile_images/87910.png?=undefined,1,2
ENFJ,7w8,Buck,   The Call of the Wild ,https://www.personality-database.com/profile_images/102863.png?=undefined,7,8
ENFJ,1w2,Kwame Ture,   BlacKkKlansman ,https://www.personality-database.com/images/profile_transparent.png,1,2
ENFJ,1w2,Col. Dax,   Paths of Glory ,https://www.personality-database.com/profile_images/92944.png?=undefined,1,2
ENFJ,6w7,"Dick Grayson ""Nightwing""",   DC Animated Movie Universe,https://www.personality-database.com/profile_images/137599.png?=undefined,6,7
ENFJ,7w6,Mr. Morgan,   10 Things I Hate About You ,https://www.personality-database.com/profile_images/80527.png?=undefined,7,6
ENFJ,2w3,Alfred Ludlow,   Legends of the Fall ,https://www.personality-database.com/profile_images/27149.png?=undefined,2,3
ENFJ,2w3,Santa Claus,   Elf ,https://www.personality-database.com/profile_images/231916.png?=undefined,2,3
ENFJ,1w2,Col. Dax,   Paths of Glory ,https://www.personality-database.com/profile_images/92944.png?=undefined,1,2
ENFJ,6w7,Jim Malone,   The Untouchables ,https://www.personality-database.com/profile_images/110864.png?=undefined,6,7
ENFJ,1w2,Kwame Ture,   BlacKkKlansman ,https://www.personality-database.com/images/profile_transparent.png,1,2
ENFJ,6w7,"Dick Grayson ""Nightwing""",   DC Animated Movie Universe,https://www.personality-database.com/profile_images/137599.png?=undefined,6,7
ENFJ,6w7,Jim Malone,   The Untouchables ,https://www.personality-database.com/profile_images/110864.png?=undefined,6,7
ENFJ,2w3,Alfred Ludlow,   Legends of the Fall ,https://www.personality-database.com/profile_images/27149.png?=undefined,2,3
ENFJ,2w3,Santa Claus,   Elf ,https://www.personality-database.com/profile_images/231916.png?=undefined,2,3
ENFJ,1w2,Bryan Stevenson,   Just Mercy ,https://www.personality-database.com/profile_images/146092.png?=undefined,1,2
ENFJ,2w1,Capt. Crewe,   A Little Princess ,https://www.personality-database.com/profile_images/129680.png?=undefined,2,1
ENFJ,7w6,"Stuart Little, mouse",   Stuart Little,https://www.personality-database.com/profile_images/92190.png?=undefined,7,6
ENFJ,7w6,William,   Snow White and the Huntsman,https://www.personality-database.com/profile_images/77159.png?=undefined,7,6
ENFJ,3w2,Elizabeth Darko,   Donnie Darko ,https://www.personality-database.com/profile_images/43163.png?=undefined,3,2
ENFJ,3w2,Ali Kerim Bey,   James Bond,https://www.personality-database.com/profile_images/108780.png?=undefined,3,2
ENFJ,2w1,Amy Grape,   What's Eating Gilbert Grape ,https://www.personality-database.com/profile_images/84025.png?=undefined,2,1
ENFJ,2w3,Cinta,   What's Up with Love? ,https://www.personality-database.com/profile_images/112958.png?=undefined,2,3
ENFJ,2w1,Annie Reed,   Sleepless in Seattle ,https://www.personality-database.com/profile_images/84578.png?=undefined,2,1
ENFJ,4w3,Sarah,   The Crow ,https://www.personality-database.com/profile_images/17512.png?=undefined,4,3
ENFJ,7w6,Cornelius,   Thumbelina ,https://www.personality-database.com/images/profile_transparent.png,7,6
ENFJ,6w5,Captain/Colonel Benjamin Martin,   The Patriot ,https://www.personality-database.com/profile_images/93673.png?=undefined,6,5
ENFJ,9w1,Ian Miller,   My Big Fat Greek Wedding ,https://www.personality-database.com/profile_images/93766.png?=undefined,9,1
ENFJ,1w2,Amarendra Baahubali,   Baahubali ,https://www.personality-database.com/profile_images/179381.png?=undefined,1,2
ENFJ,9w8,Marisa Ventura,   Maid in Manhattan,https://www.personality-database.com/images/profile_transparent.png,9,8
ENFJ,4w3,Johnny Fontane,   The Godfather,https://www.personality-database.com/images/profile_transparent.png,4,3
ENFJ,2w3,Lani Aliiki,   Surf’s Up ,https://www.personality-database.com/profile_images/31315.png?=undefined,2,3
ENFJ,2w3,Kathy,   Dancer in the Dark ,https://www.personality-database.com/images/profile_transparent.png,2,3
ENFJ,2w3,Rhonda,   A Cinderella Story ,https://www.personality-database.com/profile_images/108064.png?=undefined,2,3
ENFJ,2w3,June Carter,   Walk the Line ,https://www.personality-database.com/profile_images/63348.png?=undefined,2,3
ENFJ,2w1,Eve Kendall,   North By Northwest ,https://www.personality-database.com/profile_images/52344.png?=undefined,2,1
ENFJ,7w6,"Nicholas ""Nick"" Campbell",   The Internship ,https://www.personality-database.com/profile_images/81605.png?=undefined,7,6
ENFJ,9w1,Paul Doyle,   Pain and Gain ,https://www.personality-database.com/images/profile_transparent.png,9,1
ENFJ,2w1,Audrey Decker,   The Goldfinch ,https://www.personality-database.com/images/profile_transparent.png,2,1
ENFJ,1w2,Cyrus,   The Warriors ,https://www.personality-database.com/profile_images/76944.png?=undefined,1,2
ENFJ,2w1,Max,   Good Boys ,https://www.personality-database.com/profile_images/53990.png?=undefined,2,1
ENFJ,1w2,King Arthur,   First Knight ,https://www.personality-database.com/profile_images/116613.png?=undefined,1,2
ENFJ,2w1,Sabé,   Star Wars,https://www.personality-database.com/profile_images/80338.png?=undefined,2,1
ENFJ,8w7,King Richard I,   Robin Hood ,https://www.personality-database.com/profile_images/150040.png?=undefined,8,7
ENFJ,4w3,Gunnar,   Terkel in Trouble ,https://www.personality-database.com/profile_images/92926.png?=undefined,4,3
ENFJ,3w2,Lisa McDowell,   Coming to America ,https://www.personality-database.com/profile_images/33967.png?=undefined,3,2
ENFJ,6w5,King Arthur,   The Quest For Camelot ,https://www.personality-database.com/images/profile_transparent.png,6,5
ENFJ,8w9,Jor-El,   Superman,https://www.personality-database.com/profile_images/29469.png?=undefined,8,9
ENFJ,2w3,Ghost of Christmas Present,   A Christmas Carol ,https://www.personality-database.com/profile_images/94009.png?=undefined,2,3
ENFJ,2w3,Foxxy Cleopatra,   Austin Powers,https://www.personality-database.com/profile_images/200513.png?=undefined,2,3
ENFJ,2w3,Steve Montgomery,   Chronicle ,https://www.personality-database.com/images/profile_transparent.png,2,3
ENFJ,2w3,Jack Qwant,   Bridget Jones's Diary ,https://www.personality-database.com/profile_images/141815.png?=undefined,2,3
ENFJ,3w4,Keith,   La La Land ,https://www.personality-database.com/profile_images/113643.png?=undefined,3,4
ENFJ,1w2,Margaret Yang,   Rushmore ,https://www.personality-database.com/profile_images/122272.png?=undefined,1,2
ENFJ,1w2,Madame Suzanne,   Amélie ,https://www.personality-database.com/profile_images/67463.png?=undefined,1,2
ENFJ,8w9,Savaş,   Sıfır Bir,https://www.personality-database.com/images/profile_transparent.png,8,9
ENFJ,9w1,Pennywhistle,   Trolls World Tour,https://www.personality-database.com/images/profile_transparent.png,9,1
ENFJ,8w9,Brendan Conlon,   Warrior ,https://www.personality-database.com/profile_images/43718.png?=undefined,8,9
ENFJ,3w2,Allison Bannister,   Super Dark Times ,https://www.personality-database.com/profile_images/39721.png?=undefined,3,2
ENFJ,2w1,Despereaux,   The Tale of Despereaux ,https://www.personality-database.com/profile_images/110629.png?=undefined,2,1
ENFJ,3w2,Bruno,   Cinderella ,https://www.personality-database.com/profile_images/150901.png?=undefined,3,2
ENFJ,3w2,Simón Bolívar,   Bolívar el héroe ,https://www.personality-database.com/profile_images/151887.png?=undefined,3,2
ENFJ,4w3,Mogwai,   Gremlins ,https://www.personality-database.com/profile_images/29538.png?=undefined,4,3
ENFJ,3w2,Jason Scott (Red Ranger),   Power Rangers ,https://www.personality-database.com/profile_images/89757.png?=undefined,3,2
ENFJ,9w8,Reggie,   The Basketball Diaries ,https://www.personality-database.com/profile_images/135354.png?=undefined,9,8
ENFJ,3w2,Mr. Merrit,   The Prestige ,https://www.personality-database.com/profile_images/33939.png?=undefined,3,2
ENFJ,6w7,Ota,   Yi Yi ,https://www.personality-database.com/profile_images/111496.png?=undefined,6,7
ENFJ,6w7,Agent Lacey,   The Interview ,https://www.personality-database.com/profile_images/28483.png?=undefined,6,7
ENFJ,1w2,Catherine,   Secret Society Of Second Born Royals ,https://www.personality-database.com/profile_images/198922.png?=undefined,1,2
ENFJ,6w5,Brother Aidan,   The Secret of Kells ,https://www.personality-database.com/images/profile_transparent.png,6,5
