mbti,enneagram,role,movie,img_url,enn_1,enn_2
ESFP,7w6,"Peter Quill ""Star-Lord""",   Marvel Cinematic Universe,https://www.personality-database.com/profile_images/800.png?=undefined,7,6
ESFP,8w7,Anakin Skywalker,   Star Wars,https://www.personality-database.com/profile_images/57.png?=undefined,8,7
ESFP,6w7,Ron Weasley,   Harry Potter ,https://www.personality-database.com/profile_images/709.png?=undefined,6,7
ESFP,7w8,Bellatrix Lestrange,   Harry Potter ,https://www.personality-database.com/profile_images/4045.png?=undefined,7,8
ESFP,7w6,Simba,   The Lion King ,https://www.personality-database.com/profile_images/868.png?=undefined,7,6
ESFP,7w6,Donkey,   Shrek ,https://www.personality-database.com/profile_images/1936.png?=undefined,7,6
ESFP,9w8,"Bob Parr ""Mr. Incredible""",   The Incredibles ,https://www.personality-database.com/profile_images/6583.png?=undefined,9,8
ESFP,7w6,Jack Dawson,   Titanic ,https://www.personality-database.com/profile_images/2835.png?=undefined,7,6
ESFP,7w8,Aladdin,   Aladdin ,https://www.personality-database.com/profile_images/611.png?=undefined,7,8
ESFP,7w6,Marty McFly,   Back to the Future ,https://www.personality-database.com/profile_images/1355.png?=undefined,7,6
ESFP,8w7,Jasmine,   Aladdin ,https://www.personality-database.com/profile_images/2928.png?=undefined,8,7
ESFP,4w3,Marla Singer,   Fight Club ,https://www.personality-database.com/profile_images/6820.png?=undefined,4,3
ESFP,8w7,Erik Killmonger,   Marvel Cinematic Universe,https://www.personality-database.com/profile_images/9912.png?=undefined,8,7
ESFP,8w7,Elizabeth Swann,   Pirates of the Caribbean,https://www.personality-database.com/profile_images/605.png?=undefined,8,7
ESFP,6w7,"Sam Wilson ""Falcon""",   Marvel Cinematic Universe,https://www.personality-database.com/profile_images/804.png?=undefined,6,7
ESFP,8w7,Chewbacca,   Star Wars,https://www.personality-database.com/profile_images/2582.png?=undefined,8,7
ESFP,7w6,Jar Jar Binks,   Star Wars,https://www.personality-database.com/profile_images/60.png?=undefined,7,6
ESFP,3w2,Gilderoy Lockhart,   Harry Potter ,https://www.personality-database.com/profile_images/3546.png?=undefined,3,2
ESFP,7w6,Miguel Rivera,   Coco ,https://www.personality-database.com/profile_images/10477.png?=undefined,7,6
ESFP,7w6,"Peregrin ""Pippin"" Took",   The Lord of the Rings,https://www.personality-database.com/profile_images/577.png?=undefined,7,6
ESFP,9w8,Pumbaa,   The Lion King ,https://www.personality-database.com/profile_images/870.png?=undefined,9,8
ESFP,7w8,Dudley Dursley,   Harry Potter ,https://www.personality-database.com/profile_images/13735.png?=undefined,7,8
ESFP,7w6,Nemo,   Finding Nemo ,https://www.personality-database.com/profile_images/3073.png?=undefined,7,6
ESFP,7w8,Jessie,   Toy Story ,https://www.personality-database.com/profile_images/2218.png?=undefined,7,8
ESFP,7w8,Prince Naveen,   The Princess and the Frog ,https://www.personality-database.com/profile_images/6343.png?=undefined,7,8
ESFP,7w6,Tigger,   Winnie the Pooh ,https://www.personality-database.com/profile_images/8743.png?=undefined,7,6
ESFP,2w3,Jenny,   Forrest Gump ,https://www.personality-database.com/profile_images/7022.png?=undefined,2,3
ESFP,3w2,Charlotte LaBouff,   The Princess and the Frog ,https://www.personality-database.com/profile_images/14698.png?=undefined,3,2
ESFP,3w4,Rick Dalton,   Once Upon a Time in Hollywood ,https://www.personality-database.com/profile_images/37836.png?=undefined,3,4
ESFP,8w7,Hulk,   Marvel Cinematic Universe,https://www.personality-database.com/profile_images/20233.png?=undefined,8,7
ESFP,2w3,Lavender Brown,   Harry Potter ,https://www.personality-database.com/profile_images/13736.png?=undefined,2,3
ESFP,3w2,Caesar Flickerman,   The Hunger Games,https://www.personality-database.com/profile_images/1155.png?=undefined,3,2
ESFP,7w6,Augustus Gloop,   Charlie and the Chocolate Factory ,https://www.personality-database.com/profile_images/45443.png?=undefined,7,6
ESFP,7w6,Mater,   Cars ,https://www.personality-database.com/profile_images/13654.png?=undefined,7,6
ESFP,7w6,Dug,   Up ,https://www.personality-database.com/profile_images/5731.png?=undefined,7,6
ESFP,2w3,Frederico Corleone,   The Godfather,https://www.personality-database.com/profile_images/4036.png?=undefined,2,3
ESFP,2w3,Peter Kavinsky,   To All the Boys I've Loved Before ,https://www.personality-database.com/profile_images/15175.png?=undefined,2,3
ESFP,7w6,Clawhauser,   Zootopia ,https://www.personality-database.com/profile_images/2563.png?=undefined,7,6
ESFP,7w6,Jonathan,   Hotel Transylvania ,https://www.personality-database.com/profile_images/12271.png?=undefined,7,6
ESFP,7w6,Ed,   The Lion King ,https://www.personality-database.com/profile_images/37223.png?=undefined,7,6
ESFP,8w7,David Mills,   Se7en ,https://www.personality-database.com/profile_images/10897.png?=undefined,8,7
ESFP,3w4,Heather Duke,   Heathers ,https://www.personality-database.com/profile_images/2778.png?=undefined,3,4
ESFP,7w8,Agent J / James Darrell Edwards III,   Men in Black,https://www.personality-database.com/profile_images/2854.png?=undefined,7,8
ESFP,7w6,Gobber,   How to Train Your Dragon ,https://www.personality-database.com/profile_images/898.png?=undefined,7,6
ESFP,9w1,Crush,   Finding Nemo ,https://www.personality-database.com/profile_images/20406.png?=undefined,9,1
ESFP,2w3,Lumiere,   Beauty and the Beast ,https://www.personality-database.com/profile_images/8773.png?=undefined,2,3
ESFP,6w7,Scrat,   Ice Age ,https://www.personality-database.com/profile_images/70976.png?=undefined,6,7
ESFP,9w8,Monkey,   Kung Fu Panda ,https://www.personality-database.com/profile_images/6506.png?=undefined,9,8
ESFP,6w7,Ryan Evans,   High School Musical ,https://www.personality-database.com/profile_images/27288.png?=undefined,6,7
ESFP,3w4,"Eddie Brock ""Venom""",   The Spider-Man Trilogy,https://www.personality-database.com/profile_images/1089.png?=undefined,3,4
ESFP,7w6,"Billy Batson ""Shazam""",   DC Extended Universe,https://www.personality-database.com/profile_images/26554.png?=undefined,7,6
ESFP,7w8,Kiara,   The Lion King ,https://www.personality-database.com/profile_images/14026.png?=undefined,7,8
ESFP,7w6,Mowgli,   The Jungle Book ,https://www.personality-database.com/profile_images/2295.png?=undefined,7,6
ESFP,9w8,Baloo,   The Jungle Book ,https://www.personality-database.com/profile_images/2296.png?=undefined,9,8
ESFP,2w3,Elle Evans,   The Kissing Booth,https://www.personality-database.com/profile_images/31307.png?=undefined,2,3
ESFP,6w7,Hal Stewart,   Megamind ,https://www.personality-database.com/profile_images/41979.png?=undefined,6,7
ESFP,7w6,Pussycat,   Once Upon a Time in Hollywood ,https://www.personality-database.com/profile_images/53168.png?=undefined,7,6
ESFP,3w4,Angela Hayes,   American Beauty ,https://www.personality-database.com/profile_images/10533.png?=undefined,3,4
ESFP,7w6,Other Father,   Coraline ,https://www.personality-database.com/profile_images/7253.png?=undefined,7,6
ESFP,7w8,Tuffnut,   How to Train Your Dragon ,https://www.personality-database.com/profile_images/896.png?=undefined,7,8
ESFP,7w8,Tuffnut,   How to Train Your Dragon ,https://www.personality-database.com/profile_images/896.png?=undefined,7,8
ESFP,7w6,Freddie Mercury,   Bohemian Rhapsody ,https://www.personality-database.com/profile_images/19259.png?=undefined,7,6
ESFP,6w7,Erika,   Barbie as the Princess and the Pauper ,https://www.personality-database.com/profile_images/55899.png?=undefined,6,7
ESFP,7w6,Daniel LaRusso,   Karate Kid ,https://www.personality-database.com/profile_images/11831.png?=undefined,7,6
ESFP,7w6,"Mary ""Boo"" Gibbs","   Monsters, Inc. ",https://www.personality-database.com/profile_images/10518.png?=undefined,7,6
ESFP,7w6,Kili,   The Hobbit,https://www.personality-database.com/profile_images/17937.png?=undefined,7,6
ESFP,7w6,Luis,   Marvel Cinematic Universe,https://www.personality-database.com/profile_images/12943.png?=undefined,7,6
ESFP,7w6,Lance Corporal Tom Blake,   1917 ,https://www.personality-database.com/profile_images/82931.png?=undefined,7,6
ESFP,9w8,Daisy Buchanan,   The Great Gatsby ,https://www.personality-database.com/profile_images/36858.png?=undefined,9,8
ESFP,3w4,Miss Miriam Forcible,   Coraline ,https://www.personality-database.com/profile_images/7247.png?=undefined,3,4
ESFP,3w4,Miss Miriam Forcible,   Coraline ,https://www.personality-database.com/profile_images/7247.png?=undefined,3,4
ESFP,7w8,Dr. Frank-N-Furter,   The Rocky Horror Picture Show ,https://www.personality-database.com/profile_images/9267.png?=undefined,7,8
ESFP,7w6,Gary 'Eggsy' Unwin / Galahad,   Kingsman,https://www.personality-database.com/profile_images/32842.png?=undefined,7,6
ESFP,2w3,Debora,   Baby Driver ,https://www.personality-database.com/profile_images/9534.png?=undefined,2,3
ESFP,2w3,Prince Charming,   Cinderella ,https://www.personality-database.com/profile_images/30652.png?=undefined,2,3
ESFP,6w7,Fawn,   Tinker Bell ,https://www.personality-database.com/profile_images/35155.png?=undefined,6,7
ESFP,6w7,LeFou,   Beauty and the Beast ,https://www.personality-database.com/profile_images/24338.png?=undefined,6,7
ESFP,7w8,"Donny ""The Bear Jew"" Donowitz",   Inglourious Basterds ,https://www.personality-database.com/profile_images/11060.png?=undefined,7,8
ESFP,6w7,Mayor,   The Nightmare Before Christmas ,https://www.personality-database.com/profile_images/766.png?=undefined,6,7
ESFP,3w4,Tamatoa,   Moana ,https://www.personality-database.com/profile_images/28862.png?=undefined,3,4
ESFP,7w8,Heloise,   Portrait of a Lady on Fire ,https://www.personality-database.com/profile_images/78930.png?=undefined,7,8
ESFP,3w4,Dionne Davenport,   Clueless ,https://www.personality-database.com/profile_images/18379.png?=undefined,3,4
ESFP,7w6,Scuttle,   The Little Mermaid ,https://www.personality-database.com/profile_images/5869.png?=undefined,7,6
ESFP,7w6,Colin Creevey,   Harry Potter ,https://www.personality-database.com/profile_images/54492.png?=undefined,7,6
ESFP,6w7,Stu Hopps,   Zootopia ,https://www.personality-database.com/profile_images/2565.png?=undefined,6,7
ESFP,7w8,"Dolores Haze ""Lolita""",   Lolita ,https://www.personality-database.com/profile_images/49480.png?=undefined,7,8
ESFP,7w6,Dru,   Despicable Me,https://www.personality-database.com/profile_images/13352.png?=undefined,7,6
ESFP,3w2,Duke Caboom,   Toy Story ,https://www.personality-database.com/profile_images/40233.png?=undefined,3,2
ESFP,8w7,Darla,   Finding Nemo ,https://www.personality-database.com/profile_images/59675.png?=undefined,8,7
ESFP,7w6,Tommy Williams,   The Shawshank Redemption ,https://www.personality-database.com/profile_images/8709.png?=undefined,7,6
ESFP,7w6,Tommy Williams,   The Shawshank Redemption ,https://www.personality-database.com/profile_images/8709.png?=undefined,7,6
ESFP,7w8,Lydia Bennet,   Pride and Prejudice ,https://www.personality-database.com/profile_images/7581.png?=undefined,7,8
ESFP,7w6,Gigi,   Booksmart ,https://www.personality-database.com/profile_images/38765.png?=undefined,7,6
ESFP,7w8,Dim,   A Clockwork Orange ,https://www.personality-database.com/profile_images/11571.png?=undefined,7,8
ESFP,8w7,Cruella de Vil,   101 Dalmatians ,https://www.personality-database.com/profile_images/29323.png?=undefined,8,7
ESFP,7w6,Goofy,   A Goofy Movie ,https://www.personality-database.com/profile_images/8857.png?=undefined,7,6
ESFP,7w6,Roman Pearce,   The Fast and the Furious,https://www.personality-database.com/profile_images/4781.png?=undefined,7,6
ESFP,6w7,The Cowardly Lion,   The Wizard of Oz ,https://www.personality-database.com/profile_images/21147.png?=undefined,6,7
ESFP,7w6,Yolanda (Honey Bunny),   Pulp Fiction ,https://www.personality-database.com/profile_images/41533.png?=undefined,7,6
ESFP,6w7,Salacious B. Crumb,   Star Wars,https://www.personality-database.com/profile_images/9709.png?=undefined,6,7
ESFP,7w8,Leslie Chow,   The Hangover Trilogy,https://www.personality-database.com/profile_images/27554.png?=undefined,7,8
ESFP,6w7,Salacious B. Crumb,   Star Wars,https://www.personality-database.com/profile_images/9709.png?=undefined,6,7
ESFP,7w6,Yolanda (Honey Bunny),   Pulp Fiction ,https://www.personality-database.com/profile_images/41533.png?=undefined,7,6
ESFP,7w8,Eep,   The Croods ,https://www.personality-database.com/profile_images/22698.png?=undefined,7,8
ESFP,8w7,Recep İvedik,   Recep İvedik,https://www.personality-database.com/profile_images/109404.png?=undefined,8,7
ESFP,7w8,Jay,   Descendants,https://www.personality-database.com/profile_images/43205.png?=undefined,7,8
ESFP,7w6,Nigel,   Finding Nemo ,https://www.personality-database.com/profile_images/3077.png?=undefined,7,6
ESFP,7w6,Squirt,   Finding Nemo ,https://www.personality-database.com/profile_images/24849.png?=undefined,7,6
ESFP,3w4,Félicie,   Leap! / Ballerina ,https://www.personality-database.com/images/profile_transparent.png,3,4
ESFP,7w8,Tree Gelbman,   Happy Death Day,https://www.personality-database.com/profile_images/111047.png?=undefined,7,8
ESFP,7w6,Squirt,   Finding Nemo ,https://www.personality-database.com/profile_images/24849.png?=undefined,7,6
ESFP,7w6,Joyce,   Edward Scissorhands ,https://www.personality-database.com/profile_images/24332.png?=undefined,7,6
ESFP,7w8,Tonya Harding,"   I, Tonya ",https://www.personality-database.com/profile_images/86720.png?=undefined,7,8
ESFP,3w4,Danny,   Grease ,https://www.personality-database.com/profile_images/27175.png?=undefined,3,4
ESFP,7w8,Nux,   Mad Max,https://www.personality-database.com/profile_images/29380.png?=undefined,7,8
ESFP,6w7,Emile,   Ratatouille ,https://www.personality-database.com/profile_images/118320.png?=undefined,6,7
ESFP,3w4,Envy Adams,   Scott Pilgrim vs. the World ,https://www.personality-database.com/profile_images/25335.png?=undefined,3,4
ESFP,7w6,Uncle Rico,   Napoleon Dynamite ,https://www.personality-database.com/profile_images/19348.png?=undefined,7,6
ESFP,8w7,Chel,   The Road to El Dorado ,https://www.personality-database.com/profile_images/9544.png?=undefined,8,7
ESFP,7w6,Simba,   The Lion King ,https://www.personality-database.com/images/profile_transparent.png,7,6
ESFP,7w8,Megan Stewart,   Megan Is Missing ,https://www.personality-database.com/profile_images/219679.png?=undefined,7,8
ESFP,8w7,Chel,   The Road to El Dorado ,https://www.personality-database.com/profile_images/9544.png?=undefined,8,7
ESFP,6w7,Iris,   Taxi Driver ,https://www.personality-database.com/profile_images/24178.png?=undefined,6,7
ESFP,7w6,Simba,   The Lion King ,https://www.personality-database.com/images/profile_transparent.png,7,6
ESFP,7w6,Gabe Wilson,   Us ,https://www.personality-database.com/profile_images/31579.png?=undefined,7,6
ESFP,2w3,Winifred Banks,   Mary Poppins ,https://www.personality-database.com/profile_images/36741.png?=undefined,2,3
ESFP,7w8,Carl Showalter,   Fargo ,https://www.personality-database.com/profile_images/77241.png?=undefined,7,8
ESFP,7w6,Little John,   Robin Hood ,https://www.personality-database.com/profile_images/21550.png?=undefined,7,6
ESFP,8w7,Lilly Moscovitz,   The Princess Diaries,https://www.personality-database.com/profile_images/59911.png?=undefined,8,7
ESFP,4w3,Oompa Loompas,   Charlie and the Chocolate Factory ,https://www.personality-database.com/profile_images/77041.png?=undefined,4,3
ESFP,7w6,Gabe Wilson,   Us ,https://www.personality-database.com/profile_images/31579.png?=undefined,7,6
ESFP,7w6,Meredith Quill,   Marvel Cinematic Universe,https://www.personality-database.com/profile_images/17424.png?=undefined,7,6
ESFP,3w2,Other Spink,   Coraline ,https://www.personality-database.com/profile_images/7249.png?=undefined,3,2
ESFP,6w7,King of Hearts,   Alice in Wonderland ,https://www.personality-database.com/profile_images/37085.png?=undefined,6,7
ESFP,7w6,Chuck,   The Angry Birds Movie ,https://www.personality-database.com/profile_images/16563.png?=undefined,7,6
ESFP,7w8,Donnie Azoff,   The Wolf of Wall Street ,https://www.personality-database.com/images/profile_transparent.png,7,8
ESFP,7w6,Ruby Rhod,   The Fifth Element ,https://www.personality-database.com/profile_images/27780.png?=undefined,7,6
ESFP,7w6,Tyrone C. Love,   Requiem for a Dream ,https://www.personality-database.com/profile_images/27070.png?=undefined,7,6
ESFP,3w2,Other Forcible,   Coraline ,https://www.personality-database.com/profile_images/7250.png?=undefined,3,2
ESFP,7w8,Sarah Sanderson,   Hocus Pocus ,https://www.personality-database.com/profile_images/24330.png?=undefined,7,8
ESFP,7w6,Paris,   Troy ,https://www.personality-database.com/profile_images/42855.png?=undefined,7,6
ESFP,7w6,Manny Ribera,   Scarface ,https://www.personality-database.com/profile_images/22842.png?=undefined,7,6
ESFP,7w8,Sarah Sanderson,   Hocus Pocus ,https://www.personality-database.com/profile_images/24330.png?=undefined,7,8
ESFP,7w6,Admiral-General Haffaz Aladeen,   The Dictator ,https://www.personality-database.com/profile_images/59218.png?=undefined,7,6
ESFP,7w8,Thumper,   Bambi ,https://www.personality-database.com/profile_images/28626.png?=undefined,7,8
ESFP,2w1,Amanda Kirby,   Jurassic Park / Jurassic World,https://www.personality-database.com/profile_images/2478.png?=undefined,2,1
ESFP,7w6,Gary Granger,   The Addams Family,https://www.personality-database.com/profile_images/85143.png?=undefined,7,6
ESFP,2w3,Alex Stewart,"   Love, Rosie ",https://www.personality-database.com/profile_images/19819.png?=undefined,2,3
ESFP,7w8,Hudson,   Alien,https://www.personality-database.com/profile_images/24104.png?=undefined,7,8
ESFP,7w8,Jenko,   21 Jump Street ,https://www.personality-database.com/profile_images/22854.png?=undefined,7,8
ESFP,3w4,Jenna Walton,   Lady Bird ,https://www.personality-database.com/profile_images/95669.png?=undefined,3,4
ESFP,7w6,Becky Martin-Granger,   The Addams Family,https://www.personality-database.com/profile_images/85144.png?=undefined,7,6
ESFP,7w8,James Carter,   Rush Hour ,https://www.personality-database.com/profile_images/46194.png?=undefined,7,8
ESFP,2w3,Alma Elson,   Phantom Thread ,https://www.personality-database.com/profile_images/18444.png?=undefined,2,3
ESFP,7w6,Prince Edward,   Enchanted ,https://www.personality-database.com/profile_images/35274.png?=undefined,7,6
ESFP,2w3,Tiffany,   Chucky,https://www.personality-database.com/profile_images/7430.png?=undefined,2,3
ESFP,3w4,Christian,   Clueless ,https://www.personality-database.com/profile_images/70570.png?=undefined,3,4
ESFP,7w6,Mini-Me,   Austin Powers,https://www.personality-database.com/profile_images/5735.png?=undefined,7,6
ESFP,7w8,Stu Macher,   Scream movies,https://www.personality-database.com/profile_images/25282.png?=undefined,7,8
ESFP,7w8,Mochi,   Big Hero 6 ,https://www.personality-database.com/profile_images/34462.png?=undefined,7,8
ESFP,3w2,Glimmer,   The Hunger Games,https://www.personality-database.com/profile_images/77465.png?=undefined,3,2
ESFP,7w8,Mochi,   Big Hero 6 ,https://www.personality-database.com/profile_images/34462.png?=undefined,7,8
ESFP,2w3,Lafawnduh,   Napoleon Dynamite ,https://www.personality-database.com/profile_images/19350.png?=undefined,2,3
ESFP,9w1,Kim Mills,   Taken,https://www.personality-database.com/profile_images/7458.png?=undefined,9,1
ESFP,6w7,Princess Su,   Mulan ,https://www.personality-database.com/profile_images/105966.png?=undefined,6,7
ESFP,7w6,Volstagg,   Marvel Cinematic Universe,https://www.personality-database.com/profile_images/17369.png?=undefined,7,6
ESFP,9w8,Cousin It,   The Addams Family,https://www.personality-database.com/profile_images/126602.png?=undefined,9,8
ESFP,7w6,Roger Rabbit,   Who Framed Roger Rabbit,https://www.personality-database.com/profile_images/82627.png?=undefined,7,6
ESFP,3w2,Gazelle,   Zootopia ,https://www.personality-database.com/profile_images/106101.png?=undefined,3,2
ESFP,7w6,Anna Coleman,   Freaky Friday ,https://www.personality-database.com/profile_images/46996.png?=undefined,7,6
ESFP,4w3,Marianne Dashwood,   Sense and Sensibility ,https://www.personality-database.com/profile_images/21439.png?=undefined,4,3
ESFP,7w6,Lucy Westenra,   Bram Stoker's Dracula ,https://www.personality-database.com/profile_images/18759.png?=undefined,7,6
ESFP,7w6,Chaca,   The Emperor's New Groove ,https://www.personality-database.com/profile_images/13890.png?=undefined,7,6
ESFP,7w6,Anna Coleman,   Freaky Friday ,https://www.personality-database.com/profile_images/46996.png?=undefined,7,6
ESFP,7w6,Victor Zsasz,   DC Extended Universe,https://www.personality-database.com/profile_images/63435.png?=undefined,7,6
ESFP,3w4,Niffler,   Fantastic Beasts,https://www.personality-database.com/profile_images/19455.png?=undefined,3,4
ESFP,7w8,"John Allerdyce ""Pyro""",   X-Men Cinematic Universe ,https://www.personality-database.com/images/profile_transparent.png,7,8
ESFP,7w8,Zero,   John Wick,https://www.personality-database.com/profile_images/36205.png?=undefined,7,8
ESFP,7w8,Cody Maverick,   Surf’s Up ,https://www.personality-database.com/profile_images/31311.png?=undefined,7,8
ESFP,7w6,Julia De Fiore,   Uncut Gems ,https://www.personality-database.com/images/profile_transparent.png,7,6
ESFP,9w8,Fred Fenster,   The Usual Suspects ,https://www.personality-database.com/profile_images/42049.png?=undefined,9,8
ESFP,7w6,Bunny Lebowski,   The Big Lebowski ,https://www.personality-database.com/profile_images/101368.png?=undefined,7,6
ESFP,7w8,Annika,   Barbie and the Magic of Pegasus ,https://www.personality-database.com/profile_images/111942.png?=undefined,7,8
ESFP,7w6,Julia De Fiore,   Uncut Gems ,https://www.personality-database.com/images/profile_transparent.png,7,6
ESFP,8w9,Jannah,   Star Wars,https://www.personality-database.com/profile_images/75790.png?=undefined,8,9
ESFP,7w8,Spot,   The Good Dinosaur ,https://www.personality-database.com/profile_images/29068.png?=undefined,7,8
ESFP,7w6,Sabina Wilson,   Charlie's Angels ,https://www.personality-database.com/profile_images/83020.png?=undefined,7,6
ESFP,7w6,Madison,   Zombieland,https://www.personality-database.com/profile_images/79596.png?=undefined,7,6
ESFP,4w3,Ramone,   Cars ,https://www.personality-database.com/profile_images/34720.png?=undefined,4,3
ESFP,7w6,Master of Laketown,   The Hobbit,https://www.personality-database.com/profile_images/17942.png?=undefined,7,6
ESFP,7w6,Gil,   Descendants,https://www.personality-database.com/profile_images/63854.png?=undefined,7,6
ESFP,7w8,Scamp,   Lady and the Tramp ,https://www.personality-database.com/profile_images/7825.png?=undefined,7,8
ESFP,3w4,Glen Lantz,   A Nightmare on Elm Street ,https://www.personality-database.com/profile_images/13049.png?=undefined,3,4
ESFP,7w6,İnek Şaban,   Hababam Sınıfı ,https://www.personality-database.com/profile_images/63499.png?=undefined,7,6
ESFP,7w6,Master of Laketown,   The Hobbit,https://www.personality-database.com/profile_images/17942.png?=undefined,7,6
ESFP,3w4,Percy Wetmore,   The Green Mile ,https://www.personality-database.com/images/profile_transparent.png,3,4
ESFP,7w8,Otis,   Barnyard ,https://www.personality-database.com/profile_images/68504.png?=undefined,7,8
ESFP,3w4,Dry Eye,   The Gentlemen ,https://www.personality-database.com/profile_images/94433.png?=undefined,3,4
ESFP,3w2,Courtney Babcock,   ParaNorman ,https://www.personality-database.com/profile_images/16856.png?=undefined,3,2
ESFP,7w8,Dante,   Coco ,https://www.personality-database.com/profile_images/43877.png?=undefined,7,8
ESFP,2w3,Tina Carlyle,   The Mask ,https://www.personality-database.com/profile_images/20760.png?=undefined,2,3
ESFP,3w2,Courtney Babcock,   ParaNorman ,https://www.personality-database.com/profile_images/16856.png?=undefined,3,2
ESFP,7w8,Otis,   Barnyard ,https://www.personality-database.com/profile_images/68504.png?=undefined,7,8
ESFP,2w3,Peter Clamenza,   The Godfather,https://www.personality-database.com/profile_images/72752.png?=undefined,2,3
ESFP,6w7,Marcus Burnett,   Bad Boys,https://www.personality-database.com/profile_images/89552.png?=undefined,6,7
ESFP,7w6,Chin,   Over the Moon ,https://www.personality-database.com/profile_images/152298.png?=undefined,7,6
ESFP,7w8,Dante,   Coco ,https://www.personality-database.com/profile_images/43877.png?=undefined,7,8
ESFP,7w6,Marlon,   The Truman Show ,https://www.personality-database.com/profile_images/9462.png?=undefined,7,6
ESFP,3w4,Dry Eye,   The Gentlemen ,https://www.personality-database.com/profile_images/94433.png?=undefined,3,4
ESFP,7w8,Tony Pro,   The Irishman ,https://www.personality-database.com/profile_images/72651.png?=undefined,7,8
ESFP,5w6,Scarlett Witch,   Dr. Strange ,https://www.personality-database.com/profile_images/133166.png?=undefined,5,6
ESFP,7w6,Hammy,   Over The Hedge ,https://www.personality-database.com/profile_images/55804.png?=undefined,7,6
ESFP,2w3,Becca,   Superbad ,https://www.personality-database.com/profile_images/23672.png?=undefined,2,3
ESFP,7w8,Billy Madison,   Billy Madison ,https://www.personality-database.com/images/profile_transparent.png,7,8
ESFP,7w8,Gary King (The World's End),   The Cornetto Trilogy,https://www.personality-database.com/profile_images/19593.png?=undefined,7,8
ESFP,7w8,Baharat,   The Platform / El Hoyo ,https://www.personality-database.com/profile_images/109938.png?=undefined,7,8
ESFP,9w8,Pumbaa,   The Lion King ,https://www.personality-database.com/images/profile_transparent.png,9,8
ESFP,7w8,Billy Madison,   Billy Madison ,https://www.personality-database.com/images/profile_transparent.png,7,8
ESFP,7w8,Baharat,   The Platform / El Hoyo ,https://www.personality-database.com/profile_images/109938.png?=undefined,7,8
ESFP,9w8,Pumbaa,   The Lion King ,https://www.personality-database.com/images/profile_transparent.png,9,8
ESFP,7w8,Gary King (The World's End),   The Cornetto Trilogy,https://www.personality-database.com/profile_images/19593.png?=undefined,7,8
ESFP,7w8,Tony Pro,   The Irishman ,https://www.personality-database.com/profile_images/72651.png?=undefined,7,8
ESFP,2w3,Becca,   Superbad ,https://www.personality-database.com/profile_images/23672.png?=undefined,2,3
ESFP,7w8,Isaac,   The Fault in Our Stars ,https://www.personality-database.com/profile_images/104253.png?=undefined,7,8
ESFP,9w8,Ben,   Song of the Sea ,https://www.personality-database.com/profile_images/4479.png?=undefined,9,8
ESFP,7w8,Melanie Ralston,   Jackie Brown ,https://www.personality-database.com/profile_images/35573.png?=undefined,7,8
ESFP,8w7,Quentin McNeil,   Cube ,https://www.personality-database.com/profile_images/4836.png?=undefined,8,7
ESFP,7w6,Nico,   Rio ,https://www.personality-database.com/profile_images/107677.png?=undefined,7,6
ESFP,3w2,Wesley Rush,   The DUFF ,https://www.personality-database.com/profile_images/14734.png?=undefined,3,2
ESFP,7w6,Rhino,   Bolt ,https://www.personality-database.com/profile_images/62620.png?=undefined,7,6
ESFP,7w8,Annabelle,   The Conjuring,https://www.personality-database.com/profile_images/37129.png?=undefined,7,8
ESFP,9w8,Ben,   Song of the Sea ,https://www.personality-database.com/profile_images/4479.png?=undefined,9,8
ESFP,7w6,Adella,   The Little Mermaid ,https://www.personality-database.com/profile_images/141318.png?=undefined,7,6
ESFP,3w4,Bumper Allen,   Pitch Perfect,https://www.personality-database.com/profile_images/33639.png?=undefined,3,4
ESFP,7w8,James Hunt,   Rush ,https://www.personality-database.com/profile_images/1374.png?=undefined,7,8
ESFP,6w7,Fifi,   Beauty and the Beast ,https://www.personality-database.com/profile_images/113199.png?=undefined,6,7
ESFP,9w8,Prospector,   The Ballad of Buster Scruggs ,https://www.personality-database.com/profile_images/26463.png?=undefined,9,8
ESFP,6w7,Fifi,   Beauty and the Beast ,https://www.personality-database.com/profile_images/113199.png?=undefined,6,7
ESFP,3w2,Wesley Rush,   The DUFF ,https://www.personality-database.com/profile_images/14734.png?=undefined,3,2
ESFP,7w8,James Hunt,   Rush ,https://www.personality-database.com/profile_images/1374.png?=undefined,7,8
ESFP,7w6,Adella,   The Little Mermaid ,https://www.personality-database.com/profile_images/141318.png?=undefined,7,6
ESFP,7w8,Becca Tyler,   Us ,https://www.personality-database.com/profile_images/31584.png?=undefined,7,8
ESFP,7w6,Alan-A-Dale,   Robin Hood ,https://www.personality-database.com/profile_images/35456.png?=undefined,7,6
ESFP,7w6,Morgan O'Mally,   Good Will Hunting ,https://www.personality-database.com/images/profile_transparent.png,7,6
ESFP,7w6,Tommy Ross,   Carrie ,https://www.personality-database.com/images/profile_transparent.png,7,6
ESFP,2w3,Sophie,   Anastasia ,https://www.personality-database.com/profile_images/38143.png?=undefined,2,3
ESFP,7w6,Snowgies,   Frozen ,https://www.personality-database.com/profile_images/66937.png?=undefined,7,6
ESFP,7w6,Alan-A-Dale,   Robin Hood ,https://www.personality-database.com/profile_images/35456.png?=undefined,7,6
ESFP,3w2,Paul Blart,   Paul Blart: Mall Cop ,https://www.personality-database.com/images/profile_transparent.png,3,2
